iteration,K
100744,6
100745,6
100746,6
100747,6
100748,6
100749,6
100750,6
100751,6
100752,6
100753,6
100754,7
100755,6
100756,6
100757,6
100758,6
100759,6
100760,6
100761,6
100762,7
100763,7
100764,7
100765,7
100766,7
100767,8
100768,8
100769,7
100770,7
100771,8
100772,7
100773,7
100774,7
100775,7
100776,6
100777,6
100778,7
100779,6
100780,7
100781,6
100782,6
100783,6
100784,6
100785,6
100786,7
100787,6
100788,6
100789,6
100790,6
100791,6
100792,6
100793,5
100794,5
100795,5
100796,5
100797,5
100798,5
100799,5
100800,5
100801,5
100802,5
100803,5
100804,5
100805,5
100806,5
100807,5
100808,5
100809,5
100810,6
100811,5
100812,5
100813,5
100814,5
100815,5
100816,5
100817,5
100818,5
100819,5
100820,5
100821,5
100822,5
100823,5
100824,5
100825,5
100826,5
100827,5
100828,5
100829,5
100830,5
100831,5
100832,6
100833,5
100834,6
100835,6
100836,6
100837,6
100838,6
100839,7
100840,6
100841,6
100842,6
100843,6
100844,6
100845,5
100846,5
100847,5
100848,5
100849,5
100850,5
100851,5
100852,6
100853,5
100854,5
100855,5
100856,5
100857,5
100858,5
100859,5
100860,5
100861,5
100862,5
100863,5
100864,5
100865,5
100866,5
100867,5
100868,5
100869,5
100870,5
100871,5
100872,5
100873,5
100874,6
100875,5
100876,6
100877,6
100878,6
100879,5
100880,5
100881,6
100882,6
100883,6
100884,6
100885,7
100886,7
100887,7
100888,7
100889,8
100890,6
100891,6
100892,6
100893,6
100894,6
100895,6
100896,6
100897,6
100898,6
100899,6
100900,6
100901,6
100902,6
100903,6
100904,6
100905,6
100906,6
100907,6
100908,6
100909,6
100910,6
100911,6
100912,6
100913,7
100914,6
100915,7
100916,7
100917,6
100918,6
100919,6
100920,6
100921,6
100922,6
100923,6
100924,6
100925,6
100926,6
100927,6
100928,6
100929,6
100930,6
100931,6
100932,6
100933,6
100934,7
100935,7
100936,8
100937,9
100938,7
100939,7
100940,9
100941,9
100942,9
100943,10
100944,9
100945,11
100946,10
100947,10
100948,9
100949,9
100950,10
100951,9
100952,9
100953,9
100954,9
100955,9
100956,11
100957,9
100958,9
100959,10
100960,11
100961,10
100962,8
100963,10
100964,8
100965,6
100966,6
100967,6
100968,6
100969,6
100970,6
100971,7
100972,6
100973,6
100974,6
100975,6
100976,6
100977,6
100978,6
100979,6
100980,6
100981,6
100982,6
100983,6
100984,6
100985,6
100986,6
100987,6
100988,6
100989,6
100990,6
100991,6
100992,6
100993,6
100994,6
100995,6
100996,6
100997,6
100998,7
100999,6
101000,6
101001,6
101002,6
101003,6
101004,6
101005,6
101006,6
101007,6
101008,8
101009,6
101010,6
101011,6
101012,6
101013,6
101014,6
101015,6
101016,6
101017,6
101018,6
101019,6
101020,6
101021,6
101022,6
101023,6
101024,6
101025,6
101026,6
101027,6
101028,6
101029,7
101030,7
101031,6
101032,6
101033,6
101034,6
101035,6
101036,6
101037,6
101038,7
101039,7
101040,6
101041,6
101042,6
101043,7
101044,6
101045,6
101046,7
101047,7
101048,8
101049,7
101050,7
101051,8
101052,7
101053,8
101054,7
101055,7
101056,7
101057,7
101058,8
101059,6
101060,6
101061,6
101062,6
101063,6
101064,6
101065,6
101066,6
101067,6
101068,6
101069,6
101070,6
101071,6
101072,6
101073,6
101074,6
101075,6
101076,6
101077,6
101078,6
101079,6
101080,6
101081,8
101082,7
101083,7
101084,8
101085,8
101086,8
101087,9
101088,9
101089,8
101090,7
101091,7
101092,7
101093,7
101094,7
101095,7
101096,7
101097,9
101098,8
101099,8
101100,8
101101,8
101102,8
101103,10
101104,10
101105,10
101106,8
101107,8
101108,8
101109,9
101110,9
101111,10
101112,9
101113,9
101114,9
101115,9
101116,9
101117,9
101118,9
101119,9
101120,10
101121,10
101122,11
101123,11
101124,10
101125,11
101126,10
101127,9
101128,9
101129,8
101130,8
101131,9
101132,9
101133,9
101134,10
101135,9
101136,10
101137,8
101138,8
101139,8
101140,8
101141,8
101142,9
101143,8
101144,8
101145,8
101146,8
101147,8
101148,8
101149,8
101150,8
101151,8
101152,9
101153,8
101154,8
101155,8
101156,8
101157,9
101158,8
101159,9
101160,8
101161,8
101162,8
101163,8
101164,8
101165,8
101166,9
101167,9
101168,9
101169,8
101170,8
101171,8
101172,8
101173,8
101174,10
101175,10
101176,8
101177,8
101178,8
101179,8
101180,8
101181,8
101182,8
101183,8
101184,8
101185,8
101186,9
101187,8
101188,9
101189,8
101190,9
101191,8
101192,9
101193,8
101194,7
101195,7
101196,8
101197,7
101198,7
101199,7
101200,7
101201,8
101202,8
101203,8
101204,8
101205,8
101206,8
101207,8
101208,8
101209,8
101210,8
101211,8
101212,9
101213,8
101214,7
101215,7
101216,7
101217,7
101218,7
101219,7
101220,7
101221,7
101222,8
101223,7
101224,7
101225,7
101226,7
101227,7
101228,8
101229,8
101230,8
101231,8
101232,8
101233,8
101234,9
101235,8
101236,8
101237,9
101238,8
101239,9
101240,8
101241,9
101242,8
101243,8
101244,9
101245,8
101246,8
101247,8
101248,8
101249,8
101250,8
101251,8
101252,8
101253,8
101254,8
101255,8
101256,8
101257,8
101258,8
101259,9
101260,7
101261,8
101262,10
101263,8
101264,8
101265,9
101266,8
101267,8
101268,8
101269,9
101270,9
101271,9
101272,9
101273,10
101274,9
101275,10
101276,9
101277,9
101278,11
101279,9
101280,8
101281,8
101282,9
101283,8
101284,8
101285,8
101286,8
101287,8
101288,8
101289,9
101290,9
101291,8
101292,8
101293,8
101294,8
101295,8
101296,8
101297,8
101298,8
101299,8
101300,10
101301,9
101302,8
101303,10
101304,9
101305,10
101306,8
101307,8
101308,8
101309,8
101310,8
101311,8
101312,8
101313,9
101314,8
101315,8
101316,9
101317,8
101318,9
101319,8
101320,8
101321,8
101322,8
101323,8
101324,8
101325,8
101326,8
101327,8
101328,8
101329,8
101330,8
101331,8
101332,8
101333,8
101334,6
101335,6
101336,6
101337,7
101338,6
101339,6
101340,6
101341,7
101342,7
101343,6
101344,7
101345,6
101346,6
101347,6
101348,6
101349,7
101350,7
101351,6
101352,6
101353,6
101354,7
101355,7
101356,7
101357,8
101358,7
101359,7
101360,8
101361,9
101362,8
101363,8
101364,8
101365,9
101366,8
101367,8
101368,8
101369,8
101370,10
101371,7
101372,7
101373,7
101374,8
101375,7
101376,7
101377,7
101378,8
101379,9
101380,8
101381,10
101382,8
101383,8
101384,8
101385,8
101386,8
101387,8
101388,8
101389,8
101390,9
101391,9
101392,9
101393,10
101394,12
101395,9
101396,9
101397,9
101398,9
101399,8
101400,8
101401,8
101402,8
101403,8
101404,9
101405,9
101406,8
101407,8
101408,9
101409,9
101410,8
101411,9
101412,8
101413,8
101414,8
101415,8
101416,7
101417,7
101418,8
101419,7
101420,7
101421,7
101422,7
101423,7
101424,8
101425,9
101426,8
101427,9
101428,8
101429,9
101430,9
101431,9
101432,9
101433,9
101434,9
101435,9
101436,10
101437,11
101438,11
101439,11
101440,11
101441,10
101442,10
101443,8
101444,8
101445,8
101446,7
101447,7
101448,7
101449,7
101450,7
101451,7
101452,7
101453,7
101454,6
101455,6
101456,6
101457,6
101458,6
101459,7
101460,7
101461,7
101462,7
101463,7
101464,7
101465,8
101466,7
101467,8
101468,7
101469,7
101470,7
101471,7
101472,7
101473,7
101474,8
101475,8
101476,8
101477,8
101478,8
101479,8
101480,9
101481,11
101482,9
101483,8
101484,9
101485,8
101486,8
101487,8
101488,8
101489,8
101490,9
101491,8
101492,8
101493,8
101494,8
101495,7
101496,7
101497,7
101498,7
101499,7
101500,7
101501,6
101502,6
101503,7
101504,7
101505,7
101506,8
101507,7
101508,7
101509,7
101510,6
101511,6
101512,6
101513,6
101514,6
101515,6
101516,6
101517,6
101518,6
101519,6
101520,6
101521,6
101522,6
101523,6
101524,6
101525,5
101526,5
101527,5
101528,5
101529,5
101530,5
101531,5
101532,6
101533,5
101534,5
101535,5
101536,5
101537,5
101538,5
101539,5
101540,5
101541,5
101542,5
101543,5
101544,5
101545,7
101546,6
101547,5
101548,5
101549,5
101550,5
101551,5
101552,5
101553,5
101554,5
101555,5
101556,5
101557,5
101558,5
101559,5
101560,6
101561,5
101562,5
101563,5
101564,5
101565,5
101566,5
101567,5
101568,5
101569,5
101570,5
101571,5
101572,5
101573,5
101574,5
101575,5
101576,5
101577,5
101578,5
101579,5
101580,5
101581,5
101582,5
101583,5
101584,5
101585,5
101586,5
101587,5
101588,5
101589,5
101590,5
101591,5
101592,5
101593,5
101594,5
101595,6
101596,5
101597,6
101598,6
101599,5
101600,6
101601,5
101602,5
101603,5
101604,5
101605,5
101606,5
101607,6
101608,7
101609,6
101610,6
101611,6
101612,6
101613,6
101614,6
101615,6
101616,6
101617,6
101618,6
101619,7
101620,7
101621,7
101622,7
101623,7
101624,8
101625,8
101626,9
101627,7
101628,7
101629,7
101630,8
101631,8
101632,8
101633,9
101634,7
101635,7
101636,6
101637,6
101638,7
101639,6
101640,6
101641,6
101642,6
101643,6
101644,6
101645,6
101646,6
101647,6
101648,6
101649,6
101650,6
101651,6
101652,6
101653,8
101654,6
101655,6
101656,6
101657,8
101658,8
101659,9
101660,10
101661,10
101662,10
101663,9
101664,9
101665,9
101666,9
101667,8
101668,8
101669,8
101670,9
101671,8
101672,8
101673,8
101674,8
101675,7
101676,7
101677,6
101678,6
101679,6
101680,6
101681,7
101682,7
101683,7
101684,7
101685,7
101686,7
101687,7
101688,7
101689,8
101690,7
101691,8
101692,7
101693,8
101694,9
101695,9
101696,9
101697,8
101698,9
101699,8
101700,8
101701,8
101702,7
101703,7
101704,8
101705,8
101706,7
101707,7
101708,8
101709,7
101710,7
101711,8
101712,7
101713,7
101714,7
101715,8
101716,8
101717,8
101718,9
101719,9
101720,9
101721,8
101722,9
101723,8
101724,8
101725,9
101726,8
101727,9
101728,8
101729,8
101730,8
101731,8
101732,9
101733,8
101734,7
101735,7
101736,7
101737,7
101738,7
101739,7
101740,7
101741,7
101742,8
101743,7
101744,7
101745,7
101746,7
101747,7
101748,7
101749,7
101750,7
101751,7
101752,7
101753,8
101754,7
101755,7
101756,7
101757,7
101758,7
101759,7
101760,8
101761,7
101762,8
101763,8
101764,7
101765,7
101766,7
101767,7
101768,7
101769,7
101770,7
101771,8
101772,7
101773,7
101774,7
101775,7
101776,7
101777,7
101778,7
101779,7
101780,7
101781,7
101782,8
101783,9
101784,8
101785,7
101786,7
101787,7
101788,7
101789,6
101790,7
101791,6
101792,7
101793,6
101794,6
101795,6
101796,6
101797,6
101798,6
101799,6
101800,6
101801,6
101802,6
101803,6
101804,6
101805,6
101806,6
101807,6
101808,8
101809,6
101810,6
101811,6
101812,6
101813,6
101814,6
101815,6
101816,6
101817,6
101818,6
101819,6
101820,6
101821,6
101822,6
101823,6
101824,6
101825,6
101826,6
101827,6
101828,6
101829,6
101830,6
101831,7
101832,6
101833,6
101834,6
101835,6
101836,7
101837,6
101838,6
101839,6
101840,6
101841,6
101842,6
101843,6
101844,6
101845,6
101846,6
101847,6
101848,6
101849,7
101850,6
101851,6
101852,7
101853,6
101854,6
101855,6
101856,7
101857,6
101858,6
101859,6
101860,6
101861,6
101862,6
101863,7
101864,7
101865,8
101866,8
101867,8
101868,8
101869,9
101870,8
101871,8
101872,8
101873,8
101874,8
101875,8
101876,8
101877,8
101878,9
101879,9
101880,10
101881,10
101882,11
101883,11
101884,11
101885,11
101886,10
101887,10
101888,11
101889,10
101890,10
101891,10
101892,9
101893,10
101894,9
101895,9
101896,9
101897,8
101898,8
101899,7
101900,8
101901,7
101902,7
101903,7
101904,7
101905,7
101906,7
101907,7
101908,8
101909,7
101910,7
101911,7
101912,7
101913,6
101914,8
101915,6
101916,6
101917,6
101918,6
101919,6
101920,6
101921,6
101922,6
101923,6
101924,7
101925,7
101926,7
101927,7
101928,6
101929,6
101930,6
101931,7
101932,6
101933,7
101934,8
101935,6
101936,6
101937,6
101938,6
101939,7
101940,6
101941,6
101942,6
101943,6
101944,7
101945,8
101946,7
101947,7
101948,7
101949,7
101950,7
101951,7
101952,7
101953,7
101954,7
101955,7
101956,7
101957,7
101958,7
101959,6
101960,6
101961,6
101962,6
101963,6
101964,6
101965,8
101966,7
101967,7
101968,7
101969,7
101970,7
101971,7
101972,7
101973,7
101974,8
101975,8
101976,7
101977,7
101978,7
101979,7
101980,7
101981,8
101982,7
101983,7
101984,8
101985,7
101986,8
101987,7
101988,7
101989,7
101990,7
101991,7
101992,7
101993,7
101994,7
101995,7
101996,7
101997,7
101998,7
101999,7
102000,8
102001,7
102002,7
102003,7
102004,7
102005,6
102006,6
102007,6
102008,6
102009,6
102010,6
102011,6
102012,7
102013,6
102014,6
102015,6
102016,6
102017,6
102018,6
102019,6
102020,7
102021,7
102022,7
102023,7
102024,7
102025,7
102026,7
102027,7
102028,7
102029,7
102030,7
102031,7
102032,7
102033,7
102034,6
102035,6
102036,6
102037,6
102038,6
102039,6
102040,6
102041,6
102042,6
102043,6
102044,6
102045,7
102046,6
102047,6
102048,6
102049,6
102050,7
102051,6
102052,6
102053,5
102054,5
102055,5
102056,5
102057,5
102058,5
102059,5
102060,5
102061,5
102062,5
102063,5
102064,7
102065,6
102066,6
102067,6
102068,6
102069,6
102070,6
102071,7
102072,6
102073,6
102074,6
102075,6
102076,6
102077,6
102078,6
102079,7
102080,6
102081,6
102082,6
102083,6
102084,6
102085,6
102086,6
102087,6
102088,6
102089,6
102090,7
102091,6
102092,6
102093,6
102094,6
102095,6
102096,6
102097,6
102098,6
102099,6
102100,6
102101,6
102102,6
102103,6
102104,7
102105,7
102106,7
102107,8
102108,7
102109,6
102110,6
102111,6
102112,6
102113,6
102114,6
102115,6
102116,6
102117,6
102118,6
102119,6
102120,7
102121,7
102122,7
102123,7
102124,7
102125,7
102126,8
102127,7
102128,7
102129,8
102130,11
102131,9
102132,8
102133,8
102134,8
102135,9
102136,9
102137,10
102138,9
102139,8
102140,8
102141,8
102142,8
102143,8
102144,9
102145,8
102146,8
102147,8
102148,10
102149,9
102150,9
102151,9
102152,9
102153,9
102154,9
102155,10
102156,9
102157,9
102158,11
102159,9
102160,9
102161,9
102162,9
102163,9
102164,9
102165,9
102166,10
102167,9
102168,9
102169,10
102170,10
102171,11
102172,9
102173,9
102174,9
102175,9
102176,9
102177,9
102178,9
102179,9
102180,9
102181,9
102182,9
102183,9
102184,10
102185,9
102186,9
102187,9
102188,9
102189,9
102190,8
102191,8
102192,8
102193,8
102194,10
102195,8
102196,8
102197,8
102198,8
102199,8
102200,8
102201,8
102202,8
102203,8
102204,8
102205,8
102206,8
102207,8
102208,8
102209,8
102210,8
102211,8
102212,9
102213,8
102214,9
102215,9
102216,8
102217,9
102218,8
102219,10
102220,10
102221,8
102222,8
102223,8
102224,8
102225,8
102226,8
102227,8
102228,8
102229,9
102230,9
102231,9
102232,9
102233,9
102234,10
102235,10
102236,9
102237,10
102238,11
102239,11
102240,10
102241,12
102242,10
102243,10
102244,9
102245,9
102246,8
102247,9
102248,8
102249,8
102250,8
102251,8
102252,9
102253,10
102254,8
102255,7
102256,7
102257,7
102258,7
102259,7
102260,7
102261,6
102262,6
102263,6
102264,6
102265,6
102266,6
102267,7
102268,6
102269,6
102270,6
102271,6
102272,6
102273,6
102274,6
102275,6
102276,8
102277,6
102278,6
102279,6
102280,6
102281,6
102282,6
102283,6
102284,6
102285,6
102286,6
102287,6
102288,6
102289,6
102290,7
102291,6
102292,6
102293,6
102294,6
102295,6
102296,6
102297,6
102298,6
102299,6
102300,6
102301,6
102302,6
102303,6
102304,6
102305,6
102306,6
102307,6
102308,6
102309,6
102310,6
102311,7
102312,7
102313,6
102314,6
102315,6
102316,6
102317,6
102318,6
102319,7
102320,7
102321,6
102322,6
102323,6
102324,6
102325,6
102326,6
102327,6
102328,6
102329,6
102330,6
102331,6
102332,6
102333,6
102334,7
102335,7
102336,6
102337,7
102338,6
102339,6
102340,6
102341,6
102342,6
102343,6
102344,6
102345,7
102346,6
102347,6
102348,6
102349,6
102350,6
102351,6
102352,6
102353,6
102354,6
102355,5
102356,5
102357,5
102358,5
102359,5
102360,5
102361,5
102362,5
102363,5
102364,5
102365,5
102366,5
102367,5
102368,5
102369,5
102370,5
102371,5
102372,5
102373,5
102374,5
102375,6
102376,5
102377,5
102378,6
102379,5
102380,5
102381,5
102382,5
102383,5
102384,5
102385,5
102386,5
102387,5
102388,5
102389,5
102390,5
102391,5
102392,5
102393,5
102394,5
102395,5
102396,7
102397,5
102398,6
102399,6
102400,6
102401,6
102402,6
102403,6
102404,6
102405,6
102406,6
102407,6
102408,6
102409,6
102410,7
102411,7
102412,7
102413,6
102414,6
102415,6
102416,6
102417,6
102418,7
102419,6
102420,6
102421,6
102422,6
102423,6
102424,6
102425,7
102426,6
102427,5
102428,5
102429,5
102430,7
102431,6
102432,6
102433,6
102434,8
102435,6
102436,6
102437,6
102438,6
102439,6
102440,6
102441,6
102442,5
102443,5
102444,6
102445,6
102446,5
102447,5
102448,5
102449,5
102450,5
102451,5
102452,5
102453,6
102454,5
102455,5
102456,5
102457,5
102458,5
102459,6
102460,5
102461,5
102462,5
102463,5
102464,5
102465,5
102466,5
102467,5
102468,5
102469,5
102470,5
102471,5
102472,5
102473,5
102474,5
102475,5
102476,5
102477,5
102478,5
102479,5
102480,5
102481,5
102482,5
102483,5
102484,5
102485,6
102486,5
102487,5
102488,5
102489,5
102490,5
102491,5
102492,5
102493,5
102494,5
102495,5
102496,5
102497,4
102498,4
102499,4
102500,4
102501,4
102502,4
102503,5
102504,5
102505,5
102506,6
102507,6
102508,5
102509,5
102510,5
102511,5
102512,5
102513,5
102514,5
102515,5
102516,5
102517,6
102518,5
102519,5
102520,5
102521,5
102522,5
102523,5
102524,5
102525,5
102526,5
102527,5
102528,5
102529,5
102530,6
102531,5
102532,5
102533,5
102534,6
102535,5
102536,5
102537,5
102538,5
102539,5
102540,5
102541,5
102542,5
102543,5
102544,5
102545,5
102546,5
102547,5
102548,5
102549,5
102550,5
102551,5
102552,5
102553,5
102554,5
102555,5
102556,5
102557,5
102558,5
102559,5
102560,5
102561,5
102562,5
102563,5
102564,5
102565,6
102566,6
102567,6
102568,7
102569,6
102570,6
102571,7
102572,6
102573,6
102574,6
102575,7
102576,6
102577,6
102578,6
102579,6
102580,7
102581,6
102582,7
102583,6
102584,6
102585,6
102586,6
102587,6
102588,6
102589,6
102590,6
102591,6
102592,6
102593,6
102594,6
102595,6
102596,6
102597,6
102598,6
102599,6
102600,6
102601,6
102602,6
102603,6
102604,6
102605,6
102606,6
102607,6
102608,5
102609,5
102610,5
102611,5
102612,6
102613,5
102614,5
102615,5
102616,5
102617,5
102618,5
102619,5
102620,5
102621,5
102622,6
102623,6
102624,6
102625,6
102626,6
102627,6
102628,5
102629,5
102630,5
102631,5
102632,5
102633,5
102634,5
102635,5
102636,5
102637,6
102638,5
102639,5
102640,6
102641,5
102642,5
102643,5
102644,5
102645,5
102646,5
102647,5
102648,5
102649,5
102650,5
102651,5
102652,5
102653,5
102654,5
102655,5
102656,5
102657,5
102658,5
102659,5
102660,5
102661,5
102662,5
102663,5
102664,5
102665,5
102666,5
102667,5
102668,5
102669,6
102670,5
102671,5
102672,5
102673,7
102674,7
102675,6
102676,6
102677,6
102678,5
102679,6
102680,6
102681,5
102682,5
102683,5
102684,5
102685,5
102686,5
102687,5
102688,5
102689,6
102690,6
102691,6
102692,5
102693,5
102694,5
102695,5
102696,5
102697,5
102698,5
102699,5
102700,5
102701,5
102702,5
102703,5
102704,5
102705,5
102706,5
102707,5
102708,5
102709,5
102710,5
102711,6
102712,5
102713,5
102714,5
102715,5
102716,5
102717,5
102718,5
102719,5
102720,5
102721,6
102722,5
102723,5
102724,5
102725,5
102726,5
102727,5
102728,5
102729,5
102730,5
102731,5
102732,7
102733,5
102734,5
102735,5
102736,5
102737,6
102738,5
102739,5
102740,5
102741,5
102742,5
102743,5
102744,5
102745,5
102746,5
102747,5
102748,7
102749,5
102750,5
102751,6
102752,5
102753,5
102754,5
102755,5
102756,5
102757,5
102758,5
102759,5
102760,5
102761,5
102762,5
102763,5
102764,5
102765,5
102766,5
102767,6
102768,6
102769,6
102770,6
102771,6
102772,5
102773,5
102774,5
102775,5
102776,5
102777,5
102778,5
102779,6
102780,5
102781,5
102782,6
102783,6
102784,6
102785,6
102786,6
102787,7
102788,6
102789,6
102790,6
102791,6
102792,6
102793,7
102794,6
102795,6
102796,6
102797,6
